uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,summary_row,course_row
SMU,School of Computing and Information Systems,Information Systems,2015,278.0,3.5,70.0,94.8,85.9,3491.0,3500.0,3660.0,3500.0,3200.0,4110.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2016,273.0,3.54,72.5,95.7,91.5,3837.0,3500.0,3897.0,3600.0,3200.0,4167.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2017,317.0,3.57,73.75,95.1,91.3,3922.0,3905.0,4014.0,4000.0,3550.0,4500.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2018,413.0,3.52,73.75,93.6,89.5,4058.0,4000.0,4160.0,4000.0,3600.0,4600.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2019,448.0,3.57,73.75,95.1,90.2,4413.0,4166.0,4549.0,4300.0,4000.0,5000.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2020,447.0,3.53,73.75,93.1,83.9,4548.0,4500.0,4683.0,4542.0,4000.0,5400.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2021,417.0,3.7,75.0,98.2,94.6,4774.0,4860.0,4906.0,5000.0,4200.0,5350.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2022,389.0,3.71,75.0,95.1,93.4,5333.0,5235.0,5472.0,5400.0,4700.0,6166.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2023,391.0,3.71,75.0,92.3,88.4,5381.0,5250.0,5530.0,5400.0,4800.0,6250.0,Singapore Management University,0,1
SMU,School of Computing and Information Systems,Information Systems,2024,389.0,3.69,75.0,86.0,79.2,5180.0,5000.0,5362.0,5000.0,4600.0,5916.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2013,205.0,3.72,72.5,86.5,79.8,3122.0,3000.0,3150.0,3000.0,2600.0,3320.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2014,204.0,3.7,72.5,90.9,84.1,2981.0,3000.0,3166.0,3000.0,2800.0,3580.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2015,201.0,3.71,72.5,89.0,83.0,3306.0,3100.0,3550.0,3200.0,2980.0,3600.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2016,236.0,3.71,73.75,91.5,80.4,3199.0,3100.0,3311.0,3145.0,3000.0,3500.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2017,234.0,3.7,73.75,91.3,78.0,3344.0,3250.0,3493.0,3300.0,3000.0,3750.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2018,237.0,3.7,73.75,85.6,74.4,3336.0,3200.0,3409.0,3210.0,3000.0,3710.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2019,244.0,3.66,73.75,92.2,82.8,3523.0,3400.0,3629.0,3500.0,3065.0,4000.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2020,232.0,3.66,73.75,89.9,52.8,3540.0,3360.0,3626.0,3500.0,3200.0,4000.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2021,237.0,3.65,76.25,94.1,77.1,3656.0,3465.0,3836.0,3600.0,3200.0,4010.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2022,192.0,3.67,75.0,91.4,83.3,4076.0,3843.0,4265.0,4000.0,3500.0,4600.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2023,277.0,3.62,75.0,87.0,81.5,4185.0,3900.0,4330.0,4000.0,3600.0,4780.0,Singapore Management University,0,1
SMU,School of Social Sciences,Social Sciences,2024,211.0,3.66,75.0,86.5,72.3,4368.0,4113.0,4553.0,4334.0,3675.0,5059.0,Singapore Management University,0,1
SMU,School of Law,Law,2013,161.0,,85.0,100.0,100.0,5023.0,4800.0,5246.0,5000.0,4500.0,6000.0,Singapore Management University,0,1
SMU,School of Law,Law,2014,155.0,,85.0,97.8,95.6,4932.0,4800.0,5332.0,5025.0,4600.0,5950.0,Singapore Management University,0,1
SMU,School of Law,Law,2015,154.0,,85.0,99.0,99.0,4889.0,4600.0,4997.0,4731.0,4350.0,5800.0,Singapore Management University,0,1
SMU,School of Law,Law,2016,163.0,,85.0,95.8,93.7,4810.0,4600.0,4915.0,4850.0,4200.0,5800.0,Singapore Management University,0,1
SMU,School of Law,Law,2017,170.0,,85.0,97.6,94.0,4778.0,4500.0,4941.0,5000.0,4000.0,5840.0,Singapore Management University,0,1
SMU,School of Law,Law,2018,169.0,,85.0,92.7,90.8,4704.0,4500.0,4856.0,4500.0,4050.0,5600.0,Singapore Management University,0,1
SMU,School of Law,Law,2019,174.0,,85.0,99.1,98.2,4942.0,4600.0,5064.0,4900.0,4200.0,5800.0,Singapore Management University,0,1
SMU,School of Law,Law,2020,168.0,,85.0,95.5,91.1,4729.0,4500.0,4804.0,4588.0,4000.0,5600.0,Singapore Management University,0,1
SMU,School of Law,Law,2021,187.0,,83.75,100.0,98.3,5319.0,5500.0,5433.0,5600.0,4500.0,6000.0,Singapore Management University,0,1
SMU,School of Law,Law,2022,175.0,,85.0,94.1,91.1,6063.0,6000.0,6221.0,6375.0,5500.0,6800.0,Singapore Management University,0,1
SMU,School of Law,Law,2023,212.0,,85.0,99.2,99.2,6375.0,6500.0,6509.0,7000.0,5800.0,7000.0,Singapore Management University,0,1
SMU,School of Law,Law,2024,177.0,3.75,85.0,97.6,95.9,6359.0,6659.0,6585.0,7000.0,6000.0,7000.0,Singapore Management University,0,1
NUS,,NUS Median,2013,177.5,3.68,76.25,92.4,88.0,3153.0,3000.0,3217.0,3175.0,3000.0,3500.0,,1,0
NUS,,NUS Median,2014,187.5,3.77,76.25,94.80000000000001,91.3,3291.5,3205.0,3420.5,3300.0,3000.0,3632.0,,1,0
NUS,,NUS Median,2015,199.0,3.79,76.25,94.3,90.8,3400.0,3310.0,3529.0,3450.0,3200.0,3700.0,,1,0
NUS,,NUS Median,2016,200.5,3.77,80.0,91.9,85.9,3435.0,3300.0,3560.0,3500.0,3200.0,3950.0,,1,0
NUS,,NUS Median,2017,216.5,3.79,78.75,92.55,86.45,3533.0,3450.0,3649.0,3550.0,3300.0,3975.0,,1,0
NUS,,NUS Median,2018,250.0,3.73,77.5,91.5,86.4,3550.0,3500.0,3723.0,3600.0,3300.0,4000.0,,1,0
NUS,,NUS Median,2019,173.0,3.7199999999999998,77.5,92.85,90.1,3799.0,3550.0,4013.5,3750.0,3500.0,4400.0,,1,0
NUS,,NUS Median,2020,163.5,3.63,76.25,95.0,79.5,3953.0,3850.0,4054.0,3950.0,3600.0,4362.5,,1,0
NUS,,NUS Median,2021,191.0,3.76,78.125,96.7,91.9,4090.0,3800.0,4139.0,3896.0,3600.0,4440.0,,1,0
NUS,,NUS Median,2022,791.5,3.645,77.5,96.2,92.7,4384.0,4360.0,4539.0,4450.0,4000.0,5000.0,,1,0
NUS,,NUS Median,2023,923.0,3.5949999999999998,78.75,89.9,87.7,4483.0,4200.0,4602.0,4405.0,4000.0,4950.0,,1,0
NUS,,NUS Median,2024,1113.0,3.61,78.75,90.05,84.55000000000001,4695.5,4664.5,4898.5,4830.0,4300.0,5266.0,,1,0
NUS,,NUS 25th Percentile,2013,103.75,3.66,72.1875,88.5,83.3,3036.0,3000.0,3143.0,3000.0,2800.0,3250.0,,1,0
NUS,,NUS 25th Percentile,2014,95.25,3.74,72.5,87.8,77.85,3145.75,3125.0,3286.75,3208.5,3000.0,3525.0,,1,0
NUS,,NUS 25th Percentile,2015,102.0,3.72,75.0,86.1,79.9,3261.0,3200.0,3361.5,3300.0,3000.0,3600.0,,1,0
NUS,,NUS 25th Percentile,2016,127.75,3.715,77.5,87.19999999999999,76.25,3336.0,3275.0,3411.0,3300.0,3000.0,3692.5,,1,0
NUS,,NUS 25th Percentile,2017,125.5,3.6975000000000002,75.3125,88.6,79.65,3306.0,3200.0,3433.0,3300.0,3000.0,3700.0,,1,0
NUS,,NUS 25th Percentile,2018,143.0,3.6550000000000002,71.25,88.6,74.6,3371.0,3300.0,3460.0,3400.0,3000.0,3750.0,,1,0
NUS,,NUS 25th Percentile,2019,90.25,3.65,71.25,88.475,79.5,3478.25,3487.5,3596.0,3500.0,3200.0,3800.0,,1,0
NUS,,NUS 25th Percentile,2020,79.75,3.58,72.8125,92.95,66.25,3591.75,3500.0,3670.0,3507.0,3300.0,3893.75,,1,0
NUS,,NUS 25th Percentile,2021,82.75,3.59,71.25,93.1,83.3,3692.0,3500.0,3850.0,3650.0,3400.0,4000.0,,1,0
NUS,,NUS 25th Percentile,2022,161.0,3.56,71.25,92.9,88.9,3999.0,3800.0,4139.0,4000.0,3600.0,4400.0,,1,0
NUS,,NUS 25th Percentile,2023,169.0,3.55,72.5,86.75,80.7,4113.5,4000.0,4241.0,4004.0,3710.0,4500.0,,1,0
NUS,,NUS 25th Percentile,2024,243.0,3.56,75.0,85.85000000000001,76.6,4303.0,4228.5,4467.25,4277.5,4000.0,4822.5,,1,0
NUS,,NUS 75th Percentile,2013,332.25,3.77,81.25,96.4,94.4,3404.0,3200.0,3512.0,3200.0,3000.0,3800.0,,1,0
NUS,,NUS 75th Percentile,2014,343.75,3.86,82.8125,97.925,96.45,3681.5,3500.0,3751.25,3515.0,3273.75,4015.0,,1,0
NUS,,NUS 75th Percentile,2015,343.0,3.865,83.75,97.4,96.65,3807.5,3717.5,3851.0,3750.0,3312.5,4400.0,,1,0
NUS,,NUS 75th Percentile,2016,410.0,3.86,84.6875,95.8,93.65,3879.5,3650.0,3951.0,3820.0,3382.5,4350.0,,1,0
NUS,,NUS 75th Percentile,2017,532.0,3.8125,82.5,95.575,91.925,4043.0,3746.25,4134.0,3925.0,3512.5,4425.0,,1,0
NUS,,NUS 75th Percentile,2018,806.0,3.74,82.5,96.6,92.6,4105.0,3800.0,4188.0,3975.0,3500.0,4546.0,,1,0
NUS,,NUS 75th Percentile,2019,273.25,3.8325,84.375,97.64999999999999,95.92500000000001,4233.25,4000.0,4360.25,4112.5,3762.5,4738.75,,1,0
NUS,,NUS 75th Percentile,2020,276.75,3.81,83.75,97.8,91.82499999999999,4489.0,4181.25,4582.75,4335.0,3975.0,5000.0,,1,0
NUS,,NUS 75th Percentile,2021,295.0,3.79,83.4375,97.7,96.3,4819.0,4500.0,4950.0,4500.0,4200.0,5200.0,,1,0
NUS,,NUS 75th Percentile,2022,1167.0,3.7849999999999997,83.125,97.3,95.5,5274.0,5000.0,5519.0,5000.0,4380.0,5938.0,,1,0
NUS,,NUS 75th Percentile,2023,1292.0,3.75,83.75,94.2,92.45,5127.5,4837.5,5289.5,4900.0,4500.0,5650.0,,1,0
NUS,,NUS 75th Percentile,2024,1247.0,3.6900000000000004,83.125,92.825,87.9,5551.5,5125.0,5660.25,5400.0,4612.5,6237.5,,1,0
NTU,,NTU Median,2013,126.0,3.49,70.625,87.3,81.5,3085.0,3000.0,3166.0,3100.0,2800.0,3400.0,,1,0
NTU,,NTU Median,2014,123.5,3.57,72.5,87.0,77.9,3137.0,3000.0,3229.0,3100.0,2825.0,3500.0,,1,0
NTU,,NTU Median,2015,127.0,3.54,71.25,87.4,79.4,3249.0,3100.0,3388.0,3200.0,2950.0,3600.0,,1,0
NTU,,NTU Median,2016,118.0,3.61,72.5,86.05,76.25,3294.0,3275.0,3404.0,3300.0,3000.0,3582.5,,1,0
NTU,,NTU Median,2017,100.5,3.63,73.75,84.7,74.9,3326.0,3285.0,3479.0,3375.0,3000.0,3750.0,,1,0
NTU,,NTU Median,2018,112.0,3.58,73.75,87.1,81.1,3457.0,3400.0,3597.0,3500.0,3150.0,3841.0,,1,0
NTU,,NTU Median,2019,120.0,3.5,73.75,88.9,79.1,3518.5,3500.0,3589.0,3500.0,3257.5,3800.0,,1,0
NTU,,NTU Median,2020,112.0,3.51,71.25,92.45,67.15,3595.0,3562.5,3659.0,3650.0,3300.0,3900.0,,1,0
NTU,,NTU Median,2021,102.0,3.55,73.75,94.2,83.9,3627.0,3535.0,3741.5,3625.0,3450.0,4000.0,,1,0
NTU,,NTU Median,2022,113.0,3.565,72.5,94.0,87.1,3988.0,4000.0,4139.0,4000.0,3600.0,4500.0,,1,0
NTU,,NTU Median,2023,135.0,3.52,72.5,86.9,79.4,4043.0,4007.5,4160.5,4133.5,3800.0,4500.0,,1,0
NTU,,NTU Median,2024,124.5,3.51,72.5,86.5,76.05,4260.5,4250.0,4440.0,4327.0,3975.0,4720.0,,1,0
NTU,,NTU 25th Percentile,2013,86.0,3.38,68.75,82.4,69.2,2968.0,3000.0,3061.0,3000.0,2700.0,3300.0,,1,0
NTU,,NTU 25th Percentile,2014,82.5,3.48,70.0,82.5,68.3,3022.0,3000.0,3148.0,3000.0,2800.0,3400.0,,1,0
NTU,,NTU 25th Percentile,2015,77.25,3.46,70.3125,83.9,72.7,3125.0,3000.0,3240.0,3190.0,2800.0,3500.0,,1,0
NTU,,NTU 25th Percentile,2016,78.25,3.475,70.0,81.425,66.25,3136.75,3100.0,3225.0,3181.25,2906.25,3500.0,,1,0
NTU,,NTU 25th Percentile,2017,80.0,3.53,71.25,80.0,62.150000000000006,3155.5,3103.5,3219.5,3200.0,2895.0,3500.0,,1,0
NTU,,NTU 25th Percentile,2018,78.5,3.5,71.25,80.2,66.2,3214.0,3200.0,3355.0,3250.0,3000.0,3600.0,,1,0
NTU,,NTU 25th Percentile,2019,73.5,3.4250000000000003,70.625,83.825,69.45,3293.0,3225.0,3421.5,3362.5,3042.5,3600.0,,1,0
NTU,,NTU 25th Percentile,2020,79.0,3.4425,68.125,90.97500000000001,57.150000000000006,3387.75,3312.5,3472.25,3450.0,3146.0,3800.0,,1,0
NTU,,NTU 25th Percentile,2021,72.5,3.47,70.0,90.375,71.975,3432.25,3400.0,3511.25,3500.0,3100.0,3800.0,,1,0
NTU,,NTU 25th Percentile,2022,72.5,3.4525,70.0,91.15,80.25,3688.0,3600.0,3798.0,3659.0,3400.0,4200.0,,1,0
NTU,,NTU 25th Percentile,2023,69.0,3.43,68.75,83.125,71.10000000000001,3868.5,3812.5,4008.25,4000.0,3542.5,4300.0,,1,0
NTU,,NTU 25th Percentile,2024,70.25,3.43,68.75,79.475,68.95,3960.25,4000.0,4094.25,4005.0,3763.75,4457.5,,1,0
NTU,,NTU 75th Percentile,2013,228.75,3.58,75.0,91.6,88.7,3164.0,3000.0,3226.0,3125.0,3000.0,3500.0,,1,0
NTU,,NTU 75th Percentile,2014,208.25,3.71,75.0,91.3,88.4,3231.0,3100.0,3321.0,3200.0,3000.0,3600.0,,1,0
NTU,,NTU 75th Percentile,2015,213.25,3.64,75.9375,92.2,86.2,3345.0,3200.0,3502.0,3300.0,3000.0,3700.0,,1,0
NTU,,NTU 75th Percentile,2016,184.75,3.7,76.25,91.25,82.675,3432.75,3341.25,3523.0,3437.5,3197.5,3850.0,,1,0
NTU,,NTU 75th Percentile,2017,184.75,3.7,78.4375,92.30000000000001,82.9,3523.5,3437.5,3588.5,3500.0,3200.0,3954.0,,1,0
NTU,,NTU 75th Percentile,2018,186.0,3.68,79.375,93.3,89.0,3604.0,3500.0,3751.0,3600.0,3300.0,4000.0,,1,0
NTU,,NTU 75th Percentile,2019,171.0,3.59,76.875,93.5,87.625,3735.5,3668.25,3848.75,3775.0,3500.0,4148.75,,1,0
NTU,,NTU 75th Percentile,2020,171.5,3.63,78.125,95.65,77.825,3834.75,3740.0,3969.75,3800.0,3500.0,4352.5,,1,0
NTU,,NTU 75th Percentile,2021,173.0,3.66,78.75,96.875,89.35,3915.5,3777.5,4030.75,3879.5,3592.5,4460.0,,1,0
NTU,,NTU 75th Percentile,2022,166.5,3.65,78.75,95.94999999999999,92.8,4406.5,4287.5,4541.0,4500.0,3972.0,5000.0,,1,0
NTU,,NTU 75th Percentile,2023,163.5,3.625,75.625,91.175,86.275,4403.0,4200.0,4541.0,4288.75,4000.0,4947.25,,1,0
NTU,,NTU 75th Percentile,2024,181.25,3.63,75.0,89.65,80.82499999999999,4586.0,4400.0,4698.0,4498.75,4175.75,5000.0,,1,0
SMU,,SMU Median,2013,261.5,3.72,74.375,93.4,89.05,3366.5,3100.0,3490.5,3250.0,2900.0,3775.0,,1,0
SMU,,SMU Median,2014,264.5,3.71,75.0,91.9,85.25,3478.0,3237.5,3587.5,3341.5,3000.0,4000.0,,1,0
SMU,,SMU Median,2015,266.0,3.71,74.375,94.35,87.05000000000001,3502.0,3350.0,3635.5,3400.0,3100.0,4050.0,,1,0
SMU,,SMU Median,2016,262.5,3.72,75.625,94.55000000000001,88.05,3764.0,3450.0,3864.0,3550.0,3100.0,4083.5,,1,0
SMU,,SMU Median,2017,266.5,3.7,75.625,94.19999999999999,88.5,3892.0,3537.5,4004.5,3600.0,3175.0,4431.0,,1,0
SMU,,SMU Median,2018,284.0,3.7,75.625,92.15,88.0,4017.0,3550.0,4136.5,3700.0,3225.0,4550.0,,1,0
SMU,,SMU Median,2019,306.5,3.68,76.25,93.65,87.5,4049.0,3700.0,4170.0,3825.0,3400.0,4550.0,,1,0
SMU,,SMU Median,2020,298.0,3.53,73.75,93.9,77.2,4182.0,3775.0,4291.5,3825.0,3420.0,4550.0,,1,0
SMU,,SMU Median,2021,302.5,3.65,75.625,97.4,89.5,4435.0,4137.5,4574.0,4217.5,3650.0,4950.0,,1,0
SMU,,SMU Median,2022,267.5,3.67,75.0,94.69999999999999,90.5,4704.5,4354.0,4880.5,4450.0,3850.0,5200.0,,1,0
SMU,,SMU Median,2023,274.5,3.63,75.0,92.9,89.85,4758.5,4350.0,4866.0,4468.0,3900.0,5227.0,,1,0
SMU,,SMU Median,2024,235.5,3.69,75.0,88.0,81.2,4842.5,4530.0,5038.0,4626.5,4150.0,5250.0,,1,0
SMU,,SMU 25th Percentile,2013,218.0,3.71,72.5,91.25,87.625,3259.25,3000.0,3373.5,3050.0,2725.0,3510.0,,1,0
SMU,,SMU 25th Percentile,2014,216.5,3.7,72.8125,90.9,83.95,3389.0,3056.25,3447.5,3083.25,2850.0,3710.5,,1,0
SMU,,SMU 25th Percentile,2015,214.25,3.7,72.5,91.2,85.825,3352.25,3125.0,3565.25,3225.0,2985.0,3700.0,,1,0
SMU,,SMU 25th Percentile,2016,240.0,3.71,73.75,92.65,84.15,3474.25,3175.0,3549.0,3233.75,3000.0,3700.0,,1,0
SMU,,SMU 25th Percentile,2017,235.75,3.7,73.75,91.8,83.375,3642.25,3306.25,3733.25,3350.0,3012.5,3903.0,,1,0
SMU,,SMU 25th Percentile,2018,244.5,3.7,73.75,91.225,85.82499999999999,3686.25,3275.0,3738.5,3332.5,3050.0,3907.5,,1,0
SMU,,SMU 25th Percentile,2019,249.0,3.66,74.0625,91.3,83.3,3825.25,3450.0,3891.25,3562.5,3123.75,4125.0,,1,0
SMU,,SMU 25th Percentile,2020,239.75,3.53,72.8125,91.9,68.92500000000001,3772.25,3457.5,3843.0,3575.0,3250.0,4125.0,,1,0
SMU,,SMU 25th Percentile,2021,242.0,3.54,73.125,94.725,84.125,3870.5,3598.75,3969.75,3700.0,3275.0,4170.0,,1,0
SMU,,SMU 25th Percentile,2022,198.5,3.63,74.0625,94.14999999999999,87.35,4490.25,3934.25,4578.75,4100.0,3625.0,4750.0,,1,0
SMU,,SMU 25th Percentile,2023,227.0,3.62,74.0625,92.325,87.2,4470.0,3975.0,4546.0,4109.0,3650.0,4885.0,,1,0
SMU,,SMU 25th Percentile,2024,213.25,3.675,75.0,86.5,78.60000000000001,4690.25,4387.5,4818.0,4387.5,4025.0,5094.25,,1,0
SMU,,SMU 75th Percentile,2013,278.0,3.72,79.0625,94.05,92.275,3389.0,3275.0,3518.25,3329.25,3000.0,3800.0,,1,0
SMU,,SMU 75th Percentile,2014,299.75,3.72,80.0,93.425,90.15,3603.75,3437.5,3725.25,3462.5,3131.25,4000.0,,1,0
SMU,,SMU 75th Percentile,2015,293.75,3.71,79.0625,96.675,91.8,3726.75,3500.0,3874.5,3500.0,3200.0,4107.5,,1,0
SMU,,SMU 75th Percentile,2016,287.25,3.72,80.3125,95.775,93.15,3828.0,3500.0,3903.75,3675.0,3200.0,4266.75,,1,0
SMU,,SMU 75th Percentile,2017,310.75,3.7,80.3125,96.975,93.325,3990.25,3828.75,4110.75,3925.0,3487.5,4562.25,,1,0
SMU,,SMU 75th Percentile,2018,385.0,3.7,80.3125,93.375,90.475,4047.75,3900.0,4155.0,3925.0,3512.5,4600.0,,1,0
SMU,,SMU 75th Percentile,2019,423.25,3.68,77.5,96.075,92.825,4323.75,4074.5,4457.0,4200.0,3875.0,4900.0,,1,0
SMU,,SMU 75th Percentile,2020,418.5,3.66,74.6875,95.3,85.475,4456.75,4325.0,4585.5,4369.0,3860.0,5200.0,,1,0
SMU,,SMU 75th Percentile,2021,399.75,3.68,76.25,98.575,94.19999999999999,4740.75,4713.75,4873.75,4858.75,4100.0,5325.0,,1,0
SMU,,SMU 75th Percentile,2022,371.0,3.7,75.9375,96.675,92.825,5185.75,5051.25,5338.25,5175.0,4525.0,5924.5,,1,0
SMU,,SMU 75th Percentile,2023,362.5,3.7,75.0,94.975,93.85,5248.0,5062.5,5381.75,5175.0,4600.0,6001.0,,1,0
SMU,,SMU 75th Percentile,2024,354.5,3.735,76.875,94.225,91.45,5096.75,4890.0,5288.75,4938.25,4500.0,5762.0,,1,0
,,Overall Median,2013,177.5,3.6550000000000002,73.75,90.6,87.5,3133.0,3000.0,3208.0,3100.0,2900.0,3500.0,,1,0
,,Overall Median,2014,166.0,3.72,73.75,90.65,84.675,3218.0,3112.5,3322.0,3204.0,3000.0,3600.0,,1,0
,,Overall Median,2015,161.5,3.7,75.0,90.7,85.825,3318.0,3200.0,3457.0,3300.0,3000.0,3670.0,,1,0
,,Overall Median,2016,155.0,3.71,76.25,90.65,80.5,3404.5,3300.0,3505.0,3400.0,3066.5,3800.0,,1,0
,,Overall Median,2017,158.0,3.7,76.25,91.05,82.0,3449.0,3300.0,3579.5,3434.5,3117.5,3822.0,,1,0
,,Overall Median,2018,169.0,3.68,75.0,91.225,84.6,3521.0,3500.0,3660.0,3500.0,3200.0,3959.0,,1,0
,,Overall Median,2019,162.0,3.65,75.0,91.0,84.6,3685.0,3500.0,3802.0,3600.0,3300.0,4000.0,,1,0
,,Overall Median,2020,154.0,3.58,73.75,94.0,70.4,3732.0,3600.0,3823.0,3700.0,3440.0,4125.0,,1,0
,,Overall Median,2021,168.0,3.63,75.0,95.85,87.9,3788.5,3700.0,3941.0,3790.0,3500.0,4225.0,,1,0
,,Overall Median,2022,172.5,3.61,73.75,94.5,90.9,4331.0,4008.0,4481.0,4200.0,3700.0,4800.0,,1,0
,,Overall Median,2023,199.0,3.59,73.75,89.1,84.55000000000001,4238.0,4175.0,4361.0,4200.0,3800.0,4700.0,,1,0
,,Overall Median,2024,213.25,3.6,75.0,87.8,80.0,4531.0,4352.0,4675.0,4419.0,4100.0,5000.0,,1,0
,,Overall 25th Percentile,2013,93.5,3.49,70.3125,86.0,79.6,3007.0,3000.0,3096.0,3000.0,2750.0,3300.0,,1,0
,,Overall 25th Percentile,2014,91.0,3.565,71.875,85.925,76.175,3084.5,3000.0,3208.25,3087.4375,2800.0,3500.0,,1,0
,,Overall 25th Percentile,2015,92.5,3.54,71.25,85.85,76.35,3235.0,3050.0,3331.0,3200.0,2900.0,3525.0,,1,0
,,Overall 25th Percentile,2016,90.5,3.605,72.5,85.125,73.94999999999999,3273.75,3156.25,3340.75,3225.3125,3000.0,3507.5,,1,0
,,Overall 25th Percentile,2017,93.0,3.62,73.75,84.75,67.875,3281.5,3200.0,3398.0,3300.0,3000.0,3612.5,,1,0
,,Overall 25th Percentile,2018,89.0,3.5575,71.25,86.5,74.4,3336.0,3300.0,3409.0,3332.5,3000.0,3684.0,,1,0
,,Overall 25th Percentile,2019,81.5,3.5025,71.25,87.5,76.0,3431.0,3400.0,3506.0,3500.0,3100.0,3740.0,,1,0
,,Overall 25th Percentile,2020,85.25,3.5,70.0,91.6,63.55,3503.5,3425.0,3592.0,3500.0,3200.0,3850.0,,1,0
,,Overall 25th Percentile,2021,85.9375,3.53,71.25,91.8,77.375,3573.5,3500.0,3718.5,3510.0,3263.75,3986.25,,1,0
,,Overall 25th Percentile,2022,98.5,3.56,71.25,92.25,83.6,3903.0,3799.0,4032.5,3850.0,3500.0,4300.0,,1,0
,,Overall 25th Percentile,2023,99.5,3.52,71.875,85.07499999999999,76.92500000000001,3965.25,3963.75,4111.75,4000.0,3600.0,4465.0,,1,0
,,Overall 25th Percentile,2024,108.0,3.51,72.5,85.2,72.3,4208.0,4000.0,4367.0,4200.0,3820.0,4550.0,,1,0
,,Overall 75th Percentile,2013,280.0,3.72,79.53125,94.2,92.4,3330.0,3100.0,3397.0,3200.0,3000.0,3750.0,,1,0
,,Overall 75th Percentile,2014,285.5,3.7824999999999998,81.25,95.10000000000001,92.80000000000001,3429.0,3300.0,3562.25,3446.875,3193.75,3997.5,,1,0
,,Overall 75th Percentile,2015,289.8125,3.7775,79.765625,96.3,93.9,3507.5,3487.5,3666.5,3500.0,3200.0,4000.0,,1,0
,,Overall 75th Percentile,2016,275.0,3.78,80.78125,94.6,91.675,3735.5,3500.0,3831.5,3528.75,3268.5,4104.375,,1,0
,,Overall 75th Percentile,2017,302.5,3.775,80.15625,94.425,90.65,3759.5,3600.0,3817.75,3665.0,3447.5,4200.0,,1,0
,,Overall 75th Percentile,2018,308.5,3.73,80.15625,93.6,90.8,3724.0,3625.0,3877.0,3750.0,3400.0,4300.0,,1,0
,,Overall 75th Percentile,2019,263.25,3.705,80.0,95.7,93.0,4042.0,3800.0,4101.0,4000.0,3600.0,4550.0,,1,0
,,Overall 75th Percentile,2020,245.5625,3.66,80.3125,96.0,86.3,4182.5,4000.0,4290.75,4000.0,3700.0,4700.0,,1,0
,,Overall 75th Percentile,2021,270.25,3.76,78.75,97.65,93.375,4249.25,4187.5,4375.5,4213.125,3798.0,4875.0,,1,0
,,Overall 75th Percentile,2022,646.25,3.7,79.0625,96.94999999999999,94.19999999999999,4737.0,4550.0,4906.0,4748.0,4130.0,5375.0,,1,0
,,Overall 75th Percentile,2023,652.0,3.7,78.75,93.45,91.325,4759.125,4512.5,4851.75,4640.75,4162.5,5233.75,,1,0
,,Overall 75th Percentile,2024,857.0,3.68,78.75,91.2,87.4,4847.0,4850.0,5038.0,4995.0,4497.0,5400.0,,1,0
